system_id,ads_symbols,MolWt,NumHBondDonors,NumHBondAcceptors,NumLonePairs,TPSA,MolLogP,NumHeavyAtoms,NumValenceElectrons,NumRadicalElectrons
83,O2,31.998,0,2,4,34.14,0.067,2,12,0
85,O,15.999,0,1,2,28.5,-0.1188,1,6,2
86,O,15.999,0,1,2,28.5,-0.1188,1,6,2
87,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
88,O,15.999,0,1,2,28.5,-0.1188,1,6,2
89,O2,31.998,0,2,4,34.14,0.067,2,12,0
90,O,15.999,0,1,2,28.5,-0.1188,1,6,2
91,O,15.999,0,1,2,28.5,-0.1188,1,6,2
92,H,1.008,0,0,0,0.0,0.1125,0,1,1
93,O,15.999,0,1,2,28.5,-0.1188,1,6,2
95,O2,31.998,0,2,4,34.14,0.067,2,12,0
96,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
97,C,12.011,0,0,0,0.0,0.08129,1,4,4
98,O,15.999,0,1,2,28.5,-0.1188,1,6,2
99,N,14.007,0,1,1,30.5,-0.4806,1,5,3
100,C,12.011,0,0,0,0.0,0.08129,1,4,4
103,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
105,O,15.999,0,1,2,28.5,-0.1188,1,6,2
107,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
108,N,14.007,0,1,1,30.5,-0.4806,1,5,3
110,O,15.999,0,1,2,28.5,-0.1188,1,6,2
111,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
112,H,1.008,0,0,0,0.0,0.1125,0,1,1
113,O,15.999,0,1,2,28.5,-0.1188,1,6,2
114,C,12.011,0,0,0,0.0,0.08129,1,4,4
115,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
116,O,15.999,0,1,2,28.5,-0.1188,1,6,2
117,O,15.999,0,1,2,28.5,-0.1188,1,6,2
118,C,12.011,0,0,0,0.0,0.08129,1,4,4
119,O,15.999,0,1,2,28.5,-0.1188,1,6,2
121,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
122,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
123,O,15.999,0,1,2,28.5,-0.1188,1,6,2
125,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
128,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
129,O,15.999,0,1,2,28.5,-0.1188,1,6,2
130,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
132,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
133,O2,31.998,0,2,4,34.14,0.067,2,12,0
134,O,15.999,0,1,2,28.5,-0.1188,1,6,2
135,O,15.999,0,1,2,28.5,-0.1188,1,6,2
136,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
137,O,15.999,0,1,2,28.5,-0.1188,1,6,2
138,H,1.008,0,0,0,0.0,0.1125,0,1,1
139,O,15.999,0,1,2,28.5,-0.1188,1,6,2
140,N,14.007,0,1,1,30.5,-0.4806,1,5,3
141,O,15.999,0,1,2,28.5,-0.1188,1,6,2
143,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
144,H,1.008,0,0,0,0.0,0.1125,0,1,1
145,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
146,O,15.999,0,1,2,28.5,-0.1188,1,6,2
147,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
148,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
149,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
150,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
152,C,12.011,0,0,0,0.0,0.08129,1,4,4
153,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
154,O,15.999,0,1,2,28.5,-0.1188,1,6,2
158,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
159,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
160,O,15.999,0,1,2,28.5,-0.1188,1,6,2
161,N,14.007,0,1,1,30.5,-0.4806,1,5,3
162,O,15.999,0,1,2,28.5,-0.1188,1,6,2
163,O,15.999,0,1,2,28.5,-0.1188,1,6,2
165,O2,31.998,0,2,4,34.14,0.067,2,12,0
166,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
167,C,12.011,0,0,0,0.0,0.08129,1,4,4
168,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
169,H,1.008,0,0,0,0.0,0.1125,0,1,1
171,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
172,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
173,O2,31.998,0,2,4,34.14,0.067,2,12,0
174,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
175,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
176,O,15.999,0,1,2,28.5,-0.1188,1,6,2
178,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
180,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
181,N,14.007,0,1,1,30.5,-0.4806,1,5,3
182,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
184,O,15.999,0,1,2,28.5,-0.1188,1,6,2
185,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
186,O,15.999,0,1,2,28.5,-0.1188,1,6,2
187,H,1.008,0,0,0,0.0,0.1125,0,1,1
188,O,15.999,0,1,2,28.5,-0.1188,1,6,2
190,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
191,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
192,O,15.999,0,1,2,28.5,-0.1188,1,6,2
193,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
195,O2,31.998,0,2,4,34.14,0.067,2,12,0
197,O,15.999,0,1,2,28.5,-0.1188,1,6,2
198,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
199,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
200,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
202,O,15.999,0,1,2,28.5,-0.1188,1,6,2
207,O2,31.998,0,2,4,34.14,0.067,2,12,0
208,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
209,O,15.999,0,1,2,28.5,-0.1188,1,6,2
212,H,1.008,0,0,0,0.0,0.1125,0,1,1
215,O,15.999,0,1,2,28.5,-0.1188,1,6,2
216,C,12.011,0,0,0,0.0,0.08129,1,4,4
217,O,15.999,0,1,2,28.5,-0.1188,1,6,2
219,O2,31.998,0,2,4,34.14,0.067,2,12,0
221,C,12.011,0,0,0,0.0,0.08129,1,4,4
222,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
223,O,15.999,0,1,2,28.5,-0.1188,1,6,2
224,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
225,O,15.999,0,1,2,28.5,-0.1188,1,6,2
226,O2,31.998,0,2,4,34.14,0.067,2,12,0
228,N,14.007,0,1,1,30.5,-0.4806,1,5,3
229,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
231,H,1.008,0,0,0,0.0,0.1125,0,1,1
232,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
233,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
234,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
235,O,15.999,0,1,2,28.5,-0.1188,1,6,2
237,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
239,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
241,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
243,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
244,O,15.999,0,1,2,28.5,-0.1188,1,6,2
245,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
247,C,12.011,0,0,0,0.0,0.08129,1,4,4
248,N,14.007,0,1,1,30.5,-0.4806,1,5,3
249,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
251,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
252,H,1.008,0,0,0,0.0,0.1125,0,1,1
253,C,12.011,0,0,0,0.0,0.08129,1,4,4
254,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
255,H,1.008,0,0,0,0.0,0.1125,0,1,1
258,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
259,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
260,C,12.011,0,0,0,0.0,0.08129,1,4,4
262,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
265,O,15.999,0,1,2,28.5,-0.1188,1,6,2
266,O,15.999,0,1,2,28.5,-0.1188,1,6,2
267,N,14.007,0,1,1,30.5,-0.4806,1,5,3
268,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
269,H,1.008,0,0,0,0.0,0.1125,0,1,1
271,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
272,O,15.999,0,1,2,28.5,-0.1188,1,6,2
273,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
274,N,14.007,0,1,1,30.5,-0.4806,1,5,3
276,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
277,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
278,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
279,O,15.999,0,1,2,28.5,-0.1188,1,6,2
281,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
282,H,1.008,0,0,0,0.0,0.1125,0,1,1
283,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
284,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
285,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
286,N,14.007,0,1,1,30.5,-0.4806,1,5,3
287,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
288,O,15.999,0,1,2,28.5,-0.1188,1,6,2
289,N,14.007,0,1,1,30.5,-0.4806,1,5,3
290,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
292,H,1.008,0,0,0,0.0,0.1125,0,1,1
293,N,14.007,0,1,1,30.5,-0.4806,1,5,3
294,H,1.008,0,0,0,0.0,0.1125,0,1,1
295,H,1.008,0,0,0,0.0,0.1125,0,1,1
297,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
299,O2,31.998,0,2,4,34.14,0.067,2,12,0
300,O,15.999,0,1,2,28.5,-0.1188,1,6,2
301,C,12.011,0,0,0,0.0,0.08129,1,4,4
302,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
305,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
306,O,15.999,0,1,2,28.5,-0.1188,1,6,2
308,O,15.999,0,1,2,28.5,-0.1188,1,6,2
309,N,14.007,0,1,1,30.5,-0.4806,1,5,3
310,H,1.008,0,0,0,0.0,0.1125,0,1,1
311,H,1.008,0,0,0,0.0,0.1125,0,1,1
312,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
313,C,12.011,0,0,0,0.0,0.08129,1,4,4
314,O2,31.998,0,2,4,34.14,0.067,2,12,0
315,N,14.007,0,1,1,30.5,-0.4806,1,5,3
317,C,12.011,0,0,0,0.0,0.08129,1,4,4
318,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
319,H,1.008,0,0,0,0.0,0.1125,0,1,1
320,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
321,O,15.999,0,1,2,28.5,-0.1188,1,6,2
323,O,15.999,0,1,2,28.5,-0.1188,1,6,2
324,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
325,C,12.011,0,0,0,0.0,0.08129,1,4,4
326,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
327,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
328,O,15.999,0,1,2,28.5,-0.1188,1,6,2
329,O,15.999,0,1,2,28.5,-0.1188,1,6,2
330,O,15.999,0,1,2,28.5,-0.1188,1,6,2
331,C,12.011,0,0,0,0.0,0.08129,1,4,4
332,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
333,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
334,H,1.008,0,0,0,0.0,0.1125,0,1,1
335,O,15.999,0,1,2,28.5,-0.1188,1,6,2
336,O,15.999,0,1,2,28.5,-0.1188,1,6,2
339,N,14.007,0,1,1,30.5,-0.4806,1,5,3
341,N,14.007,0,1,1,30.5,-0.4806,1,5,3
342,O,15.999,0,1,2,28.5,-0.1188,1,6,2
343,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
344,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
345,H,1.008,0,0,0,0.0,0.1125,0,1,1
346,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
348,N,14.007,0,1,1,30.5,-0.4806,1,5,3
349,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
350,C,12.011,0,0,0,0.0,0.08129,1,4,4
351,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
352,C,12.011,0,0,0,0.0,0.08129,1,4,4
354,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
355,H,1.008,0,0,0,0.0,0.1125,0,1,1
356,O,15.999,0,1,2,28.5,-0.1188,1,6,2
357,O2,31.998,0,2,4,34.14,0.067,2,12,0
360,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
361,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
362,O,15.999,0,1,2,28.5,-0.1188,1,6,2
363,H,1.008,0,0,0,0.0,0.1125,0,1,1
365,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
366,H,1.008,0,0,0,0.0,0.1125,0,1,1
367,O,15.999,0,1,2,28.5,-0.1188,1,6,2
368,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
370,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
373,H,1.008,0,0,0,0.0,0.1125,0,1,1
374,C,12.011,0,0,0,0.0,0.08129,1,4,4
375,O,15.999,0,1,2,28.5,-0.1188,1,6,2
376,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
378,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
379,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
380,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
381,O,15.999,0,1,2,28.5,-0.1188,1,6,2
382,O,15.999,0,1,2,28.5,-0.1188,1,6,2
383,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
384,H,1.008,0,0,0,0.0,0.1125,0,1,1
386,O,15.999,0,1,2,28.5,-0.1188,1,6,2
387,O,15.999,0,1,2,28.5,-0.1188,1,6,2
389,O2,31.998,0,2,4,34.14,0.067,2,12,0
391,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
392,C,12.011,0,0,0,0.0,0.08129,1,4,4
393,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
394,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
395,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
396,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
397,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
399,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
400,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
401,H,1.008,0,0,0,0.0,0.1125,0,1,1
402,C,12.011,0,0,0,0.0,0.08129,1,4,4
405,N,14.007,0,1,1,30.5,-0.4806,1,5,3
406,N,14.007,0,1,1,30.5,-0.4806,1,5,3
407,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
408,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
410,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
411,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
413,N,14.007,0,1,1,30.5,-0.4806,1,5,3
414,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
416,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
417,C,12.011,0,0,0,0.0,0.08129,1,4,4
418,O,15.999,0,1,2,28.5,-0.1188,1,6,2
419,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
421,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
422,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
423,O,15.999,0,1,2,28.5,-0.1188,1,6,2
424,N,14.007,0,1,1,30.5,-0.4806,1,5,3
425,O,15.999,0,1,2,28.5,-0.1188,1,6,2
429,C,12.011,0,0,0,0.0,0.08129,1,4,4
430,O,15.999,0,1,2,28.5,-0.1188,1,6,2
431,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
433,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
434,O,15.999,0,1,2,28.5,-0.1188,1,6,2
435,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
436,O,15.999,0,1,2,28.5,-0.1188,1,6,2
437,C,12.011,0,0,0,0.0,0.08129,1,4,4
438,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
441,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
442,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
445,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
446,O,15.999,0,1,2,28.5,-0.1188,1,6,2
447,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
448,O,15.999,0,1,2,28.5,-0.1188,1,6,2
449,O,15.999,0,1,2,28.5,-0.1188,1,6,2
451,O2,31.998,0,2,4,34.14,0.067,2,12,0
452,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
453,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
455,C,12.011,0,0,0,0.0,0.08129,1,4,4
456,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
457,O,15.999,0,1,2,28.5,-0.1188,1,6,2
458,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
460,O,15.999,0,1,2,28.5,-0.1188,1,6,2
461,C,12.011,0,0,0,0.0,0.08129,1,4,4
463,O,15.999,0,1,2,28.5,-0.1188,1,6,2
464,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
465,N,14.007,0,1,1,30.5,-0.4806,1,5,3
466,C,12.011,0,0,0,0.0,0.08129,1,4,4
467,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
468,O,15.999,0,1,2,28.5,-0.1188,1,6,2
469,C,12.011,0,0,0,0.0,0.08129,1,4,4
471,O2,31.998,0,2,4,34.14,0.067,2,12,0
472,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
473,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
475,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
476,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
478,O,15.999,0,1,2,28.5,-0.1188,1,6,2
479,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
480,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
481,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
483,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
484,O,15.999,0,1,2,28.5,-0.1188,1,6,2
485,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
486,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
487,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
488,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
489,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
490,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
492,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
493,H,1.008,0,0,0,0.0,0.1125,0,1,1
494,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
495,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
496,O,15.999,0,1,2,28.5,-0.1188,1,6,2
497,C,12.011,0,0,0,0.0,0.08129,1,4,4
498,H,1.008,0,0,0,0.0,0.1125,0,1,1
499,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
500,O,15.999,0,1,2,28.5,-0.1188,1,6,2
502,O,15.999,0,1,2,28.5,-0.1188,1,6,2
504,N,14.007,0,1,1,30.5,-0.4806,1,5,3
507,O,15.999,0,1,2,28.5,-0.1188,1,6,2
508,C,12.011,0,0,0,0.0,0.08129,1,4,4
509,O,15.999,0,1,2,28.5,-0.1188,1,6,2
510,N,14.007,0,1,1,30.5,-0.4806,1,5,3
512,C,12.011,0,0,0,0.0,0.08129,1,4,4
514,N,14.007,0,1,1,30.5,-0.4806,1,5,3
516,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
517,H,1.008,0,0,0,0.0,0.1125,0,1,1
518,O,15.999,0,1,2,28.5,-0.1188,1,6,2
519,O,15.999,0,1,2,28.5,-0.1188,1,6,2
521,C,12.011,0,0,0,0.0,0.08129,1,4,4
522,H,1.008,0,0,0,0.0,0.1125,0,1,1
523,H,1.008,0,0,0,0.0,0.1125,0,1,1
524,O,15.999,0,1,2,28.5,-0.1188,1,6,2
525,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
528,H,1.008,0,0,0,0.0,0.1125,0,1,1
529,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
532,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
533,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
534,N,14.007,0,1,1,30.5,-0.4806,1,5,3
535,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
536,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
537,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
538,O,15.999,0,1,2,28.5,-0.1188,1,6,2
540,O,15.999,0,1,2,28.5,-0.1188,1,6,2
541,O,15.999,0,1,2,28.5,-0.1188,1,6,2
542,N,14.007,0,1,1,30.5,-0.4806,1,5,3
543,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
544,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
545,O,15.999,0,1,2,28.5,-0.1188,1,6,2
548,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
549,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
551,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
552,C,12.011,0,0,0,0.0,0.08129,1,4,4
553,O,15.999,0,1,2,28.5,-0.1188,1,6,2
554,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
555,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
556,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
557,H,1.008,0,0,0,0.0,0.1125,0,1,1
559,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
561,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
563,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
564,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
565,H,1.008,0,0,0,0.0,0.1125,0,1,1
567,H,1.008,0,0,0,0.0,0.1125,0,1,1
570,H,1.008,0,0,0,0.0,0.1125,0,1,1
571,O,15.999,0,1,2,28.5,-0.1188,1,6,2
572,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
573,C,12.011,0,0,0,0.0,0.08129,1,4,4
574,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
575,H,1.008,0,0,0,0.0,0.1125,0,1,1
577,N,14.007,0,1,1,30.5,-0.4806,1,5,3
578,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
582,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
